time,system_demand,demand_7da,temp,sce_gas_price,solar_7da,price,solar_gen,wind_gen,clouds,humidity,feels_like,wind_deg,wind_speed,wind_gust,pressure,uvi
2/1/23 0:00,,23662.13,49.05,15.88,0,113.36453,-8.416666667,575.1666667,0,47,,0,0,,1025,0
2/1/23 1:00,,23027.49,48.83,15.88,0,109.70364,-7.166666667,647.5833333,0,43,,0,0,,1025,0
2/1/23 2:00,,22661.2,48.85,15.88,0,107.85766,-8,613.6666667,0,44,,20,1.99,8.99,1031,0
2/1/23 3:00,,22623.8,48.07,15.88,0,109.3712,-8.25,557.1666667,0,41,,4,1.99,5.01,1027,0
2/1/23 4:00,23008,23250.2,48.2,15.88,0,114.69519,-8.166666667,574.9166667,0,40,,351,3,11.01,1030,0
2/1/23 5:00,24625,24582.06,48.04,15.88,0,133.84972,-12.25,633.75,6,46,,25,1.99,7,1020,0
2/1/23 6:00,26711,26480.72,46.99,15.88,43.77,157.5476,19.83333333,669.75,4,48,46.27,23,3,8.01,1031,0
2/1/23 7:00,27131,27140.24,48.58,15.88,2066.38,141.3894,3160.416667,662.5833333,3,40,46.94,8,4.41,4.36,1022,0
2/1/23 8:00,25730,,49.46,15.88,6315.93,106.47592,12075.91667,633.1666667,0,45,49.46,2,1.01,5.01,1021,0.5
2/1/23 9:00,24125,,54.79,15.88,8014.83,84.55907,15610.16667,647,0,39,51.8,0,0,4.003333333,1029,1.4
2/1/23 10:00,23256,,59.88,15.88,8431.09,73.81587,15752.5,642,0,28,56.89,0,0,2.996666667,1029,2.56
2/1/23 11:00,22544,,63.03,15.88,8454.58,66.70556,15627.5,637.0833333,0,26,60.26,347,1.01,1.99,1029,3.55
2/1/23 12:00,21846,,65.66,15.88,8600.35,56.98534,15537.91667,723.4166667,0,25,63.1,216,1.99,5.01,1028,3.87
2/1/23 13:00,21634,21521.7,66.97,15.88,8547.41,50.81975,14897.16667,722.5,0,25,64.54,156,1.99,5.01,1026,3.39
2/1/23 14:00,22042,22065.44,67.41,15.88,8134.23,57.66629,10442.33333,720.3333333,0,31,65.3,160,4.61,4.51,1024,2.33
2/1/23 15:00,22661,23008.76,66.7,15.88,6349.54,89.37923,8610.166667,634.9166667,0,30,64.49,250,3.44,4.01,1024,1.2
2/1/23 16:00,24755,24805.51,64.76,15.88,2003.16,115.42092,3755.583333,483.25,0,31,62.4,260,4.61,3.51,1025,0.4
2/1/23 17:00,27042,27634.07,61.9,15.88,43.88,144.9482,222.4166667,349.9166667,0,37,59.52,210,4.61,3.01,1025,0
2/1/23 18:00,27758,28788.89,57.54,15.88,0,148.59508,-37.83333333,334.5,0,44,55.06,0,0,2.51,1027,0
2/1/23 19:00,27437,28512.02,55.36,15.88,0,139.6886,-38.5,422.6666667,0,,52.95,0,0,2.01,1029,0
2/1/23 20:00,26913,27962.41,54.03,15.88,0,125.38613,-30.83333333,523.75,0,58,51.85,0,0,1.51,1032,0
2/1/23 21:00,26026,27118.71,53.15,15.88,0,122.42764,-25.5,535.3333333,0,54,50.7,186,1.01,1.01,1030,0
2/1/23 22:00,24486,25622.36,53.33,15.88,0,114.23626,-25.58333333,500.8333333,0,52,50.81,0,0,1.285,1030,0
2/1/23 23:00,23356,24234.87,53.37,15.88,0,111.01931,-25.08333333,470.3333333,0,43,50.43,0,0,1.56,1024,0
2/2/23 0:00,22996,23243.27,53.29,21.74,0,142.4093,-25,545.5833333,0,44,50.4,0,0,1.835,1024,0
2/2/23 1:00,22596,22563.67,52.54,21.74,0,142.16151,-25,630.9166667,0,44,49.57,0,0,2.11,1024,0
2/2/23 2:00,22352,22158.54,52.72,21.74,0,138.19162,-25.16666667,536.3333333,0,42,49.66,0,0,2.385,1024,0
2/2/23 3:00,22129,22138.87,53.6,21.74,0,142.89279,-26,535.3333333,5,,50.77,45,2.86,2.66,1023,0
2/2/23 4:00,22735,22718.01,52.9,21.74,0,149.94373,-22.5,667.4166667,4,39,49.71,42,3,2.86,1025,0
2/2/23 5:00,24492,24086.54,52.38,21.74,0,168.46967,-21.16666667,722.75,74,40,49.19,53,2.62,2.62,1024,0
2/2/23 6:00,26482,26015.34,53.26,21.74,45.76,193.07516,17.58333333,862.75,85,,50.11,50,2.39,2.37,1025,0
2/2/23 7:00,27168,26867.72,53.11,21.74,2047.72,178.99152,2547.916667,948.75,64,39,49.96,42,2.26,2.44,1026,0
2/2/23 8:00,26400,26142.65,53.26,21.74,5946.39,140.74556,7635.166667,984,0,,50.4,0,0,2.35,1027,0.48
2/2/23 9:00,25390,24846.62,55.63,21.74,7270.34,127.74423,10240.25,877.9166667,0,45,53.01,0,0,2.26,1028,1.34
2/2/23 10:00,24402,23583.67,60.57,21.74,7449.54,118.19665,10481.66667,833.9166667,0,31,57.78,120,3.44,2.17,1035,2.46
2/2/23 11:00,23239,22651.59,63.95,21.74,7242.4,115.59831,9852.833333,793.75,0,32,61.56,90,5.75,2.08,1033,3.23
2/2/23 12:00,22641,22171.28,66.67,21.74,7120.42,117.02742,9446,823.8333333,0,29,64.4,7,1.01,1.99,1034,3.52
2/2/23 13:00,22785,22147.91,67.39,21.74,6984.36,114.68754,9262.916667,745.4166667,0,29,65.19,220,5.75,1.97875,1030,3.09
2/2/23 14:00,22954,22492.4,68.2,21.74,6430.77,122.85919,8252.666667,642.4166667,0,30,66.13,120,3.44,1.9675,1030,2.11
2/2/23 15:00,23718,23149.14,68.4,21.74,4924.74,140.32292,7053.083333,561,0,32,66.43,0,0,1.95625,1029,1.08
2/2/23 16:00,25055,24537.16,66.49,21.74,1575.61,166.68028,2647,437.9166667,0,41,64.76,250,3.44,1.945,1029,0.36
2/2/23 17:00,26999,26957.91,62.33,21.74,35.92,182.97807,26.58333333,415.75,0,48,60.51,270,4.61,1.93375,1029,0
2/2/23 18:00,27459,28215.93,,21.74,0,185.83307,-42.66666667,431.4166667,0,53,56.39,0,0,1.9225,1030,0
2/2/23 19:00,27114,27872.76,56.82,21.74,0,182.92458,-39.75,430.5,0,53,54.7,210,3.44,1.91125,1029,0
2/2/23 20:00,26340,27195.4,56.05,21.74,0,170.94771,-41.83333333,587,0,53,53.85,0,0,1.9,1032,0
2/2/23 21:00,25278,26333.98,55.94,21.74,0,161.98552,-41.16666667,649.9166667,0,53,53.73,0,0,1.88875,1026,0
2/2/23 22:00,23793,24908.42,55.29,21.74,0,149.63795,-40.91666667,613.75,0,51,52.92,0,0,1.8775,1031,0
2/2/23 23:00,22728,23534.18,55.35,21.74,0,149.71594,-36.16666667,571.5,0,52,53.02,0,0,1.86625,1030,0
2/3/23 0:00,22216,21900.74,,9.19,0,71.96367,-42.41666667,585.5833333,0,47,53.71,20,3.44,1.855,1025,0
2/3/23 1:00,21661,21145.96,55.38,9.19,0,65.18968,-42,697.3333333,0,57,53.29,0,0,1.84375,1024,0
2/3/23 2:00,21340,20725.83,55.26,9.19,0,61.58057,-43,683.8333333,0,50,52.83,0,0,1.8325,1025,0
2/3/23 3:00,21250,20674.76,55.36,9.19,0,61.7874,-43.08333333,681.6666667,0,46,52.75,0,0,1.82125,1024,0
2/3/23 4:00,21751,21214.09,,9.19,0,61.78682,-42.41666667,582.6666667,100,43,51.98,11,1.68,1.81,1025,0
2/3/23 5:00,23329,22607.62,54.37,9.19,0,75.94655,-39.16666667,784.5833333,0,45,51.62,0,0,1.846,1024,0
2/3/23 6:00,25470,24696.76,53.8,9.19,24.33,95.59281,-24.41666667,969.6666667,0,47,51.08,0,0,1.882,1023,0
2/3/23 7:00,26327,25584.97,54.5,9.19,1059.7,92.31716,1015.916667,1129.75,0,50,52,0,0,1.918,1024,0
2/3/23 8:00,26106,25015.57,55.38,9.19,3341.38,70.97301,3845.833333,1192.333333,0,53,53.11,0,0,1.954,1024,0.47
2/3/23 9:00,25786,23947.16,57.38,9.19,4342.39,61.30928,5231.583333,1244.916667,0,51,55.22,174,1.01,1.99,1030,1.3
2/3/23 10:00,25462,22824.62,61.23,9.19,5055.3,56.81229,6517.166667,1261.5,0,39,58.89,12,1.99,1.01,1028,2.37
2/3/23 11:00,24673,22048.42,65.59,9.19,5526.64,53.38067,7062.5,1237.25,0,33,63.39,45,1.01,1.99,1029,3.25
2/3/23 12:00,24348,21710.44,68.29,9.19,6021.46,50.20391,7459.333333,1108.083333,0,30,66.22,270,1.01,1.01,1027,3.53
2/3/23 13:00,24054,21704.06,69.58,9.19,6178.51,48.00736,8287,1164.5,0,29,67.6,228,1.01,3,1026,3.11
2/3/23 14:00,24052,22033.4,70.18,9.19,6065.99,48.46887,8055.833333,800.3333333,0,34,68.49,0,4.61,3.333333333,1026,1.96
2/3/23 15:00,24126,22617.02,68.5,9.19,4923.06,50.46806,7053.083333,561,0,34,66.65,0,3.44,3.666666667,1025,1.02
2/3/23 16:00,24660,23684.15,66.58,9.19,1877.87,61.81106,2647,437.9166667,0,41,64.87,289,1.99,4,1025,0.34
2/3/23 17:00,,25975.98,63.5,9.19,53.59,87.56567,26.58333333,415.75,0,44,61.61,210,6.91,3.33,1025,0
2/3/23 18:00,26428,26939.22,60.78,9.19,0,90.44788,-42.66666667,431.4166667,0,49,58.86,0,3.44,2.66,1025,0
2/3/23 19:00,25884,26439.78,58.98,9.19,0,83.672,-39.75,430.5,0,53,57.07,198,1.01,1.99,1026,0
2/3/23 20:00,25356,25734.7,57.29,9.19,0,79.42428,-41.83333333,587,0,52,55.17,0,0,2.08,1028,0
2/3/23 21:00,24715,25046.42,56.53,9.19,0,70.46885,-41.16666667,649.9166667,0,51,54.28,0,0,2.17,1029,0
2/3/23 22:00,,23903.57,55.83,9.19,0,60.41408,-40.91666667,613.75,0,54,53.65,0,0,2.26,1029,0
2/3/23 23:00,22925,22625.7,55.51,9.19,0,62.66513,-36.16666667,571.5,0,55,53.35,0,0,2.35,1029,0
2/4/23 0:00,22330,21441.56,55.38,7.44,0,66.41486,-6.5,1785.25,0,56,53.26,0,0,2.44,1022,0
2/4/23 1:00,,20691.79,55,7.44,0,59.09333,-8.333333333,1460.5,0,52,52.65,0,0,2.53,1022,0
2/4/23 2:00,21173,20213.98,54.66,7.44,0,58.37855,-8.083333333,1299.416667,0,52,52.27,0,0,2.62,1021,0
2/4/23 3:00,,20018.77,56.64,7.44,0,58.23419,-9,1232.416667,7,41,53.94,58,2.84,2.71,1021,0
2/4/23 4:00,21177,20156.15,54.09,7.44,0,60.31189,-9.5,1306.25,0,58,51.93,0,0,2.205,1021,0
2/4/23 5:00,21818,20753.52,55.31,7.44,0,61.01712,-9.333333333,1228,92,43,52.56,36,1.34,1.7,1020,0
2/4/23 6:00,22459,21594.09,54.88,7.44,61.72,72.99255,35.5,1249.166667,55,43,52.09,49,2.33,2.26,1020,0
2/4/23 7:00,22229,21662.93,53.94,7.44,2178.31,57.35817,2519.166667,1152.333333,39,49,51.33,46,2.24,2.17,1021,0
2/4/23 8:00,21999,21054.2,55.04,7.44,6089.44,42.38219,7875,1225.916667,0,61,53.11,0,0,1.88,1022,0.56
2/4/23 9:00,21288,20298.2,58.5,7.44,7646.41,31.27041,10012.83333,1194.833333,0,50,56.39,0,0,1.59,1022,1.58
2/4/23 10:00,20375,19284.18,62.51,7.44,7995.76,24.00794,9210.583333,1310.333333,0,43,60.48,0,4.61,1.3,1028,2.91
2/4/23 11:00,19549,18510.63,66.42,7.44,7794.82,22.88083,9135.583333,1241.75,0,37,64.49,298,1.01,1.01,1029,3.87
2/4/23 12:00,19755,18161.63,68.23,7.44,7822.55,20.50124,9152,1335.25,0,35,66.4,228,1.99,4,1026,4.21
2/4/23 13:00,19786,18200.37,68.49,7.44,7605.05,20.23862,8478.833333,1447.833333,0,36,66.72,224,3,4,1025,3.7
2/4/23 14:00,20713,18718.44,69.93,7.44,7144.34,21.7563,8002,1367.333333,0,35,68.27,234,3,10,1025,2.56
2/4/23 15:00,21664,19706.48,70.03,7.44,5628.74,36.26778,6931.333333,1443.25,0,36,68.43,200,5.75,7.7525,1024,1.31
2/4/23 16:00,22687,21088.08,67.48,7.44,2087.43,57.16661,3235.083333,1371.333333,0,43,65.95,200,8.05,5.505,1024,0.43
2/4/23 17:00,24182,23512.68,63.9,7.44,57.32,77.83335,143.4166667,1446.166667,0,47,62.19,0,4.61,3.2575,1025,0
2/4/23 18:00,24624,24785.34,60.19,7.44,0,78.77716,-44.91666667,1496.666667,0,56,58.53,163,5.99,1.01,1026,0
2/4/23 19:00,24323,24450.88,57.99,7.44,0,69.34144,-42.83333333,2019.416667,0,64,56.5,0,0,1.120555556,1028,0
2/4/23 20:00,23733,23856.62,56.77,7.44,0,62.12679,-6.583333333,2253.5,0,72,55.53,0,0,1.231111111,1026,0
2/4/23 21:00,23141,23344.72,56.16,7.44,0,59.05422,-31.16666667,2373.5,0,73,54.9,0,0,1.341666667,1029,0
2/4/23 22:00,22333,22432.54,55.51,7.44,0,55.62493,-42.25,2303.083333,0,78,54.43,0,0,1.452222222,1029,0
2/4/23 23:00,21546,21345.48,55.72,7.44,0,54.39708,-43,2537.916667,0,80,54.75,0,0,1.562777778,1022,0
2/5/23 0:00,21027,20415.01,55.78,7.44,0,52.65772,-44.66666667,2811.083333,0,79,54.77,0,0,1.673333333,1022,0
2/5/23 1:00,20607,19729.38,54.86,7.44,0,50.84604,-44,3089.916667,0,77,53.67,0,0,1.783888889,1029,0
2/5/23 2:00,20142,19278.71,54.45,7.44,0,50.62236,-43.41666667,3484.833333,0,78,53.26,0,0,1.894444444,1029,0
2/5/23 3:00,19962,19069.91,53.82,7.44,0,49.51316,-44.16666667,3397.416667,40,77,52.52,0,0,2.005,1029,0
2/5/23 4:00,19999,19101.28,54.05,7.44,0,50.16019,-44.25,3677.083333,100,82,53.01,140,4.61,2.115555556,1026,0
2/5/23 5:00,20427,19495.35,54.41,7.44,0,50.14985,-44.58333333,3468.166667,100,81,53.37,100,4.61,2.226111111,1025,0
2/5/23 6:00,21059,20112.69,53.78,7.44,59.92,55.68826,0.833333333,4320.25,100,87,52.95,0,0,2.336666667,1028,0
2/5/23 7:00,21405,20061.31,53.51,7.44,2027.56,48.26255,2174.083333,4944.916667,100,88,52.7,100,3.44,2.447222222,1027,0
2/5/23 8:00,21694,19525.17,54.1,7.44,5717.7,27.83384,7258.5,5135.833333,100,88,53.35,0,0,2.557777778,1027,0.15
2/5/23 9:00,21038,18934.41,55.72,7.44,7332.05,17.69707,8838.166667,5056.25,100,87,55.09,260,10.36,2.668333333,1028,0.41
2/5/23 10:00,20480,18303.5,57.51,7.44,7871.01,12.33303,8410.166667,5213.333333,100,86,57,250,14.97,2.778888889,1028,0.75
2/5/23 11:00,20286,17827.07,59.86,7.44,7986.48,13.36149,8119.166667,4985.333333,40,81,59.36,240,5.75,2.889444444,1027,3.23
2/5/23 12:00,19639,17733.2,62.17,7.44,8093.5,10.88725,6867,4939.083333,20,73,61.52,225,1.99,3,1028,3.52
2/5/23 13:00,19347,17839.39,63.46,7.44,8123.6,11.76479,6755.833333,4982.083333,40,66,62.62,359,1.01,3,1026,3.55
2/5/23 14:00,19688,18215.6,64.22,7.44,7807.31,13.08753,6637.916667,5050.666667,0,63,63.3,200,5.75,5.995,1025,2.58
2/5/23 15:00,20769,18960.65,63.41,7.44,6375.12,17.99183,6595.083333,4456.75,0,63,62.42,249,4,8.99,1026,1.34
2/5/23 16:00,22353,20660.05,63.18,7.44,2467.34,45.75638,3591.5,4562.333333,0,61,62.06,210,8.05,8.8675,1024,0.45
2/5/23 17:00,24571,23302.06,60.66,7.44,65.87,70.44808,197.5833333,4327.583333,0,63,59.38,210,5.75,8.745,1024,0
2/5/23 18:00,25522,24661.57,57.79,7.44,0,71.70648,5,4202.333333,0,66,56.37,250,4.61,8.6225,1024,0
2/5/23 19:00,25344,24383.25,56.46,7.44,0,67.26721,5.25,4256.416667,0,69,55.06,190,4.61,8.5,1025,0
2/5/23 20:00,24867,23714.96,55.36,7.44,0,60.62841,7,4882.25,0,71,53.94,120,3.44,8.3775,1025,0
2/5/23 21:00,24342,23005.22,54.09,7.44,0,55.83934,7.166666667,5084.916667,0,73,52.63,0,0,8.255,1027,0
2/5/23 22:00,23560,21793.89,53.31,7.44,0,53.40739,6,5261.25,0,71,51.67,0,0,8.1325,1026,0
2/5/23 23:00,22601,20633.93,53.51,7.44,0,52.97171,6,4904.833333,20,66,51.66,148,4,8.01,1026,0
2/6/23 0:00,21990,19967.86,53.55,7.44,0,46.11128,3.583333333,4951.833333,75,59,51.37,0,3.44,9.005,1027,0
2/6/23 1:00,21423,19342.92,53.01,7.44,0,44.82935,2.5,5003.666667,0,58,50.74,0,3.44,10,1026,0
2/6/23 2:00,21125,19082.19,52.32,7.44,0,44.6092,2.083333333,5124.583333,0,60,50.07,0,3.44,10.995,1028,0
2/6/23 3:00,21151,19119.53,51.73,7.44,0,44.72523,2,4922.75,0,61,49.46,60,4,11.99,1028,0
2/6/23 4:00,21543,19756.54,51.19,7.44,0,48.58718,1.666666667,4604.833333,0,59,48.78,133,1.99,3,1027,0
2/6/23 5:00,22884,21244.69,50.94,7.44,0,59.70106,4.75,4329.75,0,58,48.45,225,1.99,0,1027,0
2/6/23 6:00,25080,23436.16,51.04,7.44,62.31,82.61902,58,4157.083333,0,58,48.58,0,5.75,3.5,1028,0
2/6/23 7:00,25943,24372.4,50.9,7.44,2178.09,69.13308,2840.75,3671.583333,0,57,48.36,179,4,7,1031,0
2/6/23 8:00,25041,23762.93,53.56,7.44,6189.22,44.99315,9135.75,3161.833333,0,51,51.03,340,4.61,5.003333333,1031,0.51
2/6/23 9:00,23862,22602.99,56.43,7.44,7919.81,31.0017,11027.41667,2971.833333,0,44,53.83,0,4.61,3.006666667,1031,1.38
2/6/23 10:00,23294,21521.85,59.16,7.44,8352.34,26.44604,11617.66667,2754.75,0,48,57.04,184,1.01,1.01,1030,2.5
2/6/23 11:00,22586,20807.51,62.92,7.44,8428.43,21.06984,11433.5,3066.416667,0,38,60.71,0,3.44,1.675555556,1030,3.49
2/6/23 12:00,21635,20543.09,65.14,7.44,8538.2,16.76509,10752.16667,3352.583333,0,33,62.91,190,9.22,2.341111111,1023,3.82
2/6/23 13:00,20932,20534.98,66.52,7.44,8558.31,13.44377,10346.16667,3178.333333,0,31,64.33,240,4.61,3.006666667,1022,3.37
2/6/23 14:00,21028,20672.54,67.86,7.44,8218.68,15.08199,10680.25,2456.75,0,31,65.8,190,9.22,3.672222222,1025,2.44
2/6/23 15:00,22186,21580.46,67.69,7.44,6759.98,28.13474,9901.75,2003.75,0,30,65.57,0,3.44,4.337777778,1025,1.27
2/6/23 16:00,23961,22958.37,67.39,7.44,2686.71,57.5077,5231.333333,1816.416667,0,26,65.05,130,8.05,5.003333333,1025,0.43
2/6/23 17:00,26405,25229.34,65.23,7.44,82.27,84.4149,322.5,2144.833333,0,35,63.1,120,4.61,5.668888889,1025,0
2/6/23 18:00,27318,26396.59,60.8,7.44,0,85.33445,-5.666666667,1994,0,39,58.41,100,3.44,6.334444444,1025,0
2/6/23 19:00,26881,26127.15,59.2,7.44,0,82.58415,-42.75,1410.666667,0,45,56.93,340,1.01,7,1027,0
2/6/23 20:00,26381,25206.08,57.78,7.44,0,76.09147,-44.25,1457.75,0,43,55.27,0,3.44,4.005,1028,0
2/6/23 21:00,25436,24066.4,56.28,7.44,0,75.29207,-45,2305.666667,0,47,53.82,194,1.01,1.01,1028,0
2/6/23 22:00,23895,22523.87,55.4,7.44,0,59.85,-45.41666667,2394.333333,0,47,52.84,0,0,1.01,1028,0
2/6/23 23:00,22930,21260.09,54.79,7.44,0,57.90083,-45,2241.5,0,46,52.12,0,0,1.01,1030,0
2/7/23 0:00,22052,21223.95,53.89,7.69,0,54.36487,-45,2090.583333,0,47,51.19,0,0,1.01,1028,0
2/7/23 1:00,21569,20595.67,53.85,7.69,0,51.68286,-45,1926.25,0,48,51.19,220,1.01,1.01,1028,0
2/7/23 2:00,21459,20258.24,53.53,7.69,0,47.1108,-45.25,1695,0,48,50.83,0,0,1.01,1024,0
2/7/23 3:00,21492,20278.26,52.86,7.69,0,47.14138,-45.5,1457.333333,0,48,50.11,188,1.01,1.01,1030,0
2/7/23 4:00,22103,20701.24,52.75,7.69,0,52.01871,-46.08333333,1611.166667,0,48,49.98,0,0,2.65,1028,0
2/7/23 5:00,23656,22188.8,52.97,7.69,0,64.93506,-46.58333333,1796.083333,6,48,50.22,12,4.38,4.29,1035,0
2/7/23 6:00,25713,24424.49,51.51,7.69,73.04,80.16835,29.91666667,1776.25,0,51,48.76,0,0,6.15,1031,0
2/7/23 7:00,26192,24994.82,52.59,7.69,2387.6,62.1209,3197.416667,1701.916667,2,51,49.95,22,1.01,8.01,1026,0
2/7/23 8:00,24757,23644.82,55.72,7.69,6565.89,46.82611,10185.91667,1751.416667,2,47,53.2,9,3.87,4.18,1026,0.61
2/7/23 9:00,23315,22160.01,59.41,7.69,8286.34,29.23614,12472.16667,1917.083333,0,43,57.07,110,3.44,4.783333333,1032,1.65
2/7/23 10:00,22738,20705.69,63.77,7.69,8657.61,23.79649,12836.33333,1928.5,0,35,61.48,0,0,5.386666667,1032,3.02
2/7/23 11:00,21792,19757.29,66.31,7.69,8685.4,19.61067,12333.08333,1774.5,0,31,64.09,210,1.01,5.99,1032,4.24
2/7/23 12:00,21379,19404.13,67.69,7.69,8730.41,20.22107,11549.08333,1512.916667,0,30,65.57,190,4.61,6.663333333,1029,4.61
2/7/23 13:00,21419,19550.36,68.74,7.69,8707.53,18.63472,11552.41667,1205.833333,0,30,66.72,220,5.75,7.336666667,1028,4.07
2/7/23 14:00,21470,20129.96,69.26,7.69,8311,20.62028,10797.33333,1044.833333,0,30,67.3,246,1.99,8.01,1028,2.88
2/7/23 15:00,22295,21166.48,68.92,7.69,6719.61,33.31556,9575.583333,775.3333333,0,36,67.21,176,3,7,1028,1.48
2/7/23 16:00,23866,23078.85,67.69,7.69,2564.93,56.31893,4374.666667,526.0833333,0,40,66.04,261,3,7,1027,0.5
2/7/23 17:00,26053,25743.21,65.08,7.69,79.13,76.77828,295.8333333,411.4166667,0,42,63.27,244,1.99,3,1027,0
2/7/23 18:00,26880,27123.7,61.02,7.69,0,75.57027,-8.083333333,275.6666667,0,46,58.98,0,0,2.336666667,1028,0
2/7/23 19:00,26597,26720.04,57.99,7.69,0,70.57949,-15,249,0,53,55.98,0,3.44,1.673333333,1027,0
2/7/23 20:00,25964,26007.64,57.7,7.69,0,66.76942,-15.58333333,257.3333333,0,54,55.71,182,1.01,1.01,1030,0
2/7/23 21:00,25052,25082.76,58.3,7.69,0,61.95046,-16,283.4166667,0,51,56.23,0,0,1.5,1033,0
2/7/23 22:00,23756,23594.13,57.65,7.69,0,55.54297,-16.16666667,350.9166667,0,48,55.36,6,1.01,1.99,1031,0
2/7/23 23:00,22662,22225.32,57.51,7.69,0,52.44921,-15.08333333,377.3333333,0,46,55.11,0,0,2.15,1023,0
2/8/23 0:00,21898,21322.37,55.94,7.94,0,53.43335,-16.08333333,389.5,0,47,53.44,0,0,2.31,1024,0
2/8/23 1:00,21266,20666.65,55.69,7.94,0,52.45622,-16.91666667,350.5833333,0,47,53.17,0,0,2.47,1024,0
2/8/23 2:00,20940,20286.27,55.11,7.94,0,51.61912,-17,466,0,48,52.57,0,0,2.63,1024,0
2/8/23 3:00,21011,20239.78,54.81,7.94,0,51.53807,-17.08333333,617.1666667,0,47,52.2,0,0,2.79,1023,0
2/8/23 4:00,21770,20654.59,53.89,7.94,0,54.41963,-17.41666667,709.6666667,0,47,51.19,0,0,2.95,1023,0
2/8/23 5:00,23416,22088.67,55.15,7.94,0,62.94065,-13.08333333,855,100,41,52.29,41,2.89,3.11,1024,0
2/8/23 6:00,25446,24265.79,54.21,7.94,68.3,83.77,45.41666667,991.25,100,44,51.4,39,2.71,2.93,1025,0
2/8/23 7:00,25761,24751.54,54.45,7.94,2192.82,64.22608,2916.75,1043.583333,76,41,51.51,21,2.55,2.73,1025,0
2/8/23 8:00,24478,23504.5,55.8,7.94,6143.03,45.98327,9712.583333,1099.166667,0,52,53.53,0,0,2.545,1025,0.59
2/8/23 9:00,23372,21945.74,60.33,7.94,7828.33,30.8632,12331.33333,1154.75,0,45,58.17,0,0,2.36,1030,1.58
2/8/23 10:00,22263,20546.34,65.68,7.94,8324.56,23.64976,12374.16667,1183.166667,0,34,63.54,0,0,2.175,1031,2.85
2/8/23 11:00,21370,19619.1,68.52,7.94,8421.82,18.75127,12211.41667,1247.916667,0,31,66.52,357,1.01,1.99,1030,3.91
2/8/23 12:00,20975,19413.37,71.13,7.94,8594.76,15.42926,12316.08333,1323.916667,0,29,69.31,230,5.75,4.495,1029,4.24
2/8/23 13:00,20916,19656.16,71.94,7.94,8641.27,14.29563,12296.83333,1421.5,0,32,70.34,232,3,7,1028,3.75
2/8/23 14:00,21139,20321.17,71.62,7.94,8312.8,16.61132,12239,1370,0,36,70.18,0,4.61,6.834166667,1028,2.66
2/8/23 15:00,22136,21445.32,70.32,7.94,6834.12,32.56811,10747.75,1323.666667,0,38,68.85,260,6.91,6.668333333,1028,1.38
2/8/23 16:00,23612,23119.14,68.81,7.94,2753.12,58.16078,5183.75,1380.833333,0,39,67.23,200,10.36,6.5025,1027,0.47
2/8/23 17:00,25813,25716.7,65.79,7.94,96.48,82.71224,313.8333333,1569.25,0,41,63.99,230,6.91,6.336666667,1026,0
2/8/23 18:00,26625,26994.06,61.43,7.94,0,80.40911,-48.58333333,1543.333333,0,47,59.49,230,3.44,6.170833333,1028,0
2/8/23 19:00,26202,26545,59.05,7.94,0,73.83564,-47.83333333,1755.166667,0,55,57.24,0,0,6.005,1033,0
2/8/23 20:00,25543,25822.35,58.69,7.94,0,70.0247,-44.5,1785.416667,0,52,56.71,0,0,5.839166667,1023,0
2/8/23 21:00,24727,24888.22,58.55,7.94,0,65.2026,-44.25,1608.25,0,46,56.26,0,0,5.673333333,1023,0
2/8/23 22:00,23347,23432.63,58.91,7.94,0,56.05855,-45.33333333,1632.666667,0,47,56.71,0,0,5.5075,1023,0
2/8/23 23:00,22185,22061.71,58.5,7.94,0,54.62994,-46.5,1595.916667,0,53,56.53,0,0,5.341666667,1023,0
2/9/23 0:00,21846,20982.84,58.86,8.45,0,58.73121,-46.08333333,1442.916667,0,54,56.98,0,0,5.175833333,1023,0
2/9/23 1:00,21061,20339.5,58.51,8.45,0,57.71249,-45.5,1504.333333,0,51,56.46,347,1.01,5.01,1023,0
2/9/23 2:00,20544,19987.09,59.99,8.45,0,54.4528,-47.16666667,1496.75,0,39,57.52,12,3.06,2.91,1023,0
2/9/23 3:00,20617,19925.65,57.9,8.45,0,54.83037,-47.75,1640,0,41,55.33,10,4.61,2.71,1022,0
2/9/23 4:00,21554,20316.95,59.22,8.45,0,56.56244,-47.16666667,1796.916667,0,39,56.68,25,2.84,2.51,1021,0
2/9/23 5:00,23178,21726.03,59.11,8.45,0,67.42355,-44.16666667,1981.416667,0,47,56.93,18,1.01,1.99,1023,0
2/9/23 6:00,25111,23810.59,59.04,8.45,94.7,87.23471,29.58333333,2055.583333,0,47,56.84,35,4.23,3.87,1024,0
2/9/23 7:00,25422,24411.63,58.01,8.45,2572.43,64.57167,3228,2022.333333,0,43,55.53,0,0,6.43,1023,0
2/9/23 8:00,23913,23272.46,60.26,8.45,6767.08,40.45158,9791.25,1980.5,0,51,58.39,337,1.99,8.99,1023,0.62
2/9/23 9:00,22669,21940.56,64.56,8.45,8356.75,28.69155,12477.08333,1904.416667,0,41,62.65,100,6.91,7.663333333,1030,1.65
2/9/23 10:00,22043,20660.42,69.53,8.45,8739.5,22.34728,12364.83333,2027.833333,0,33,67.73,0,0,6.336666667,1028,2.98
2/9/23 11:00,21587,19845.76,73.31,8.45,8733.38,17.29972,12330.75,2391.916667,0,31,71.8,211,1.99,5.01,1030,4.12
